id,key,subject,sender,recipient,date,msg,tags,concepts,class
626,odbc://SAS_1970s/dbo.SAS_Docs/1528892,MAAG REDUCTIONS,SEOUL,STATE,16-Aug-74,,"MARR, KS","MILITARY PERSONNEL, PERSONNEL ASSIGNMENTS, TROOP REDUCTIONS",
627,odbc://SAS_1970s/dbo.SAS_Docs/1550416,SALES OF PIPE TO SOVIET UNION,MOSCOW,STATE,14-Aug-74,,ETRD,"SUPPLIES, EAST WEST TRADE, STEELS, VISITS, MEETINGS, PIPELINES",
628,odbc://SAS_1970s/dbo.SAS_Docs/1678564,PRC VISIT OF MRS. MARCOS CAN EMBASSY CONFIRM REPORT PASSED USLO BY  CANADIAN,PEKING,MANILA,1-Aug-74,,"PFOR, OVIP, CH, RP, (MARCOS, IMELDA ROMUALDEZ)",n/a,
629,odbc://SAS_1970s/dbo.SAS_Docs/1678752,REPORTED KILLINGS IN NAMIBIA,CAPE TOWN,STATE,1-Aug-74,,"PINS, SF, WA","MURDER, UNCONVENTIONAL WARFARE, MASSACRES",
630,odbc://SAS_1970s/dbo.SAS_Docs/1528037,GREEK FOREIGN MINISTER TELLS CANADIAN AMBASSADOR IN ATHENS OF GREEK  TERMS FOR RESUMPTION OF NEGOTIATIONS,OTTAWA,STATE,16-Aug-74,,"PFOR, CY, CA, GR","ARMED FORCES, GROUND FORCES, TROOP REDUCTIONS, NEGOTIATIONS, PEACE  TALKS",
631,odbc://SAS_1970s/dbo.SAS_Docs/1403479,KOREA AT 29TH UNGA: POSSIBLE AUSTRIAN RECOGNITION OF DPRK,USUN NEW YORK,STATE,28-Aug-74,,"PFOR, KS, KN, AU, UN","RECOGNITION, DIPLOMATIC RELATIONS ESTABLISHMENT, FOREIGN POLICY  POSITION, INTERNATIONAL ORGANIZATIONS",
632,odbc://SAS_1970s/dbo.SAS_Docs/1570294,NARCOTICS: HASHISH: TWO DANES PLUS ONE HAMBURG AND PARIS FOR DEA,COPENHAGEN,STATE,13-Aug-74,,"SNAR, DA, (VITTARP, KURT), (SOTJE, PREBEN), (NIELSEN, PER MUNK)","DRUG CONTROL, HASHISH, DRUG TRAFFIC, SMUGGLING, ARRESTS",
633,odbc://SAS_1970s/dbo.SAS_Docs/1557212,NARCOTICS: HASHISH: HASHISH SUITCASES,COPENHAGEN,STATE,30-Aug-74,,"SNAR, DA, UK, IN, (ARNOLD, DAVID)","HASHISH, DRUG TRAFFIC, ARRESTS",
634,odbc://SAS_1970s/dbo.SAS_Docs/1402258,PORTUGUESE EMISSARY TO MEET WITH FNLA,LISBON,STATE,31-Aug-74,,"PFOR, PINT, PO, AO","MEETINGS, POLITICAL LEADERS, POLITICAL SITUATION",
635,odbc://SAS_1970s/dbo.SAS_Docs/1556402,POSSIBLE AGREEMENT BETWEEN INDIA AND INDONESIA ON EXCHANGING NYCLEAR  TECHNOLOGY,JAKARTA,STATE NEW DELHI,30-Aug-74,,"PFOR, IN, ID","AGREEMENTS, NUCLEAR ENERGY, TECHNICAL ASSISTANCE, INFORMATION  CONTROL, INTERGOVERNMENTAL COOPERATION",
636,odbc://SAS_1970s/dbo.SAS_Docs/1442512,ME MILITARY POSTURE,JERUSALEM,STATE,26-Aug-74,,"MARR, PFOR, IS, JO, SY, UNTSO","ARMED FORCES, INTERNATIONAL PEACEKEEPING FORCES, INVASIONS",
637,odbc://SAS_1970s/dbo.SAS_Docs/1439260,PRC SEEKS MEMBERSHIP IN ICSU,BUENOS AIRES,STATE,26-Aug-74,,"OCON, PFOR, TGEN, CH, TW, AR, ICSU","INTERNATIONAL ORGANIZATIONS, SCIENTIFIC MEETINGS, MEMBERSHIP  APPLICATIONS, FOREIGN POLICY POSITION",
638,odbc://SAS_1970s/dbo.SAS_Docs/1667511,PAN AM SCHEDULES LIGHTLY REPRIMANDED,MADRID,STATE,29-Aug-74,,"ETRN, SP, US, PANAM","CIVIL AVIATION, AIR FARES, AIR SCHEDULES",
639,odbc://SAS_1970s/dbo.SAS_Docs/1632096,COMMENTS BY EGYPTIAN CHARGE IN PEKING ON LONG BORET'S MISSION,PEKING,STATE,29-Aug-74,,"PBOR, CB, EG, XF, (BORET, LONG)","PRIME MINISTER, HEAD OF GOVERNMENT VISITS, PROVINCIAL GOVERNMENT,  SPEECHES, PUBLIC ATTITUDES",
640,odbc://SAS_1970s/dbo.SAS_Docs/1449494,SECURITY ALERT FOR SHELL/QATAR OIL INSTALLATIONS,KUWAIT,STATE,25-Aug-74,,"PINS, ENRG, QA, SHELL OIL CO","SABOTAGE, PETROLEUM INDUSTRY, PETROLEUM PRODUCTION, PALESTINIANS",
641,odbc://SAS_1970s/dbo.SAS_Docs/1480159,JAPANESE DISCUSSION WITH INDIA OF US-JAPANESE PLANNING TALKS,STATE,TOKYO,23-Aug-74,,"PFOR, JA","PLANNING MEETINGS, INFORMATION CONTROL",
642,odbc://SAS_1970s/dbo.SAS_Docs/1454833,YUGOSLAV VIEWS ON GREECE AND NATO,ROME,STATE,23-Aug-74,,"MARR, PFOR, YO, GR, IT, US, NATO","POLICIES, FOREIGN POLICY POSITION",
643,odbc://SAS_1970s/dbo.SAS_Docs/1466181,SOLZHENITZEN AND SWEDISH-SOVIET RELATIONS,STOCKHOLM,STATE,22-Aug-74,,"PFOR, TGEN, SW, UR, (SOLZHENITSYN, ALEKSANDR I)","HONOR AWARDS, WRITERS, SPEECHES, GOVERNMENT REACTIONS",
644,odbc://SAS_1970s/dbo.SAS_Docs/1499944,"UK PREPARING INVITATIONS TO GENEVA III ASSISTANT HEAD, FCO SOUTHERN  EUROPEAN DEPARTMENT WESTON",LONDON,STATE,20-Aug-74,,"PFOR, CY, UK, TU, GR, GENEVA, (WESTON)","INVITATIONS, MEETINGS",
645,odbc://SAS_1970s/dbo.SAS_Docs/1510516,ECONOMIC ALERT LIST- GUYANA TO PURCHASE RICE BRAN OIL EXTRACTION PLANT  FROM GERMAN DEMOCRATIC,GEORGETOWN,STATE,19-Aug-74,,"ECRP, GC, GY, (KING, GEORGE)","GOVERNMENT PROCUREMENT, RICE, TECHNICAL ASSISTANCE, ECONOMIC ALERT  LIST (EAL) GUIDANCE, INDUSTRIAL PLANTS, MINING EQUIPMENT",
646,odbc://SAS_1970s/dbo.SAS_Docs/1530920,IRON AND STEEL MILL FOR ZAMBIA,BONN,LUSAKA,16-Aug-74,,"EFIN, EIND, ZA, US","IRON, STEEL, INDUSTRIAL PLANTS",
647,odbc://SAS_1970s/dbo.SAS_Docs/1530535,MIDEAST MILITARY POSTURES,JERUSALEM,STATE,16-Aug-74,,"PINR, MPOL, MARR, EG, IS, JO, SY","MILITARY BUILDUP, GROUND FORCES, ALLEGATIONS",
648,odbc://SAS_1970s/dbo.SAS_Docs/1546719,CONGO AND KOREAN VETERANS RESUME PRESSURE FOR BACK PAY,ADDIS ABABA,STATE,15-Aug-74,,"PINT, MILI, ET, CG, KS, UN","WAGES, PUBLIC DEMONSTRATIONS, VETERANS GROUPS, PERSONNEL ALLOWANCES",
649,odbc://SAS_1970s/dbo.SAS_Docs/1563143,PORTUGUESE TERRITORIES: REPORT TO UN SYG,USUN NEW YORK,STATE,13-Aug-74,,"PFOR, PO, PU, UN, (WALDHEIM, KURT), (BEAVAN, KEITH), (SIAMO, VEIGA)","REPORTS, SECRETARY GENERAL, DEPENDENCY GOVERNMENT, NEGOTIATIONS,  DEPENDENCIES, MEETINGS, PRESS CONFERENCES",
650,odbc://SAS_1970s/dbo.SAS_Docs/1611120,AZORES BASE AGREEMENT,LISBON,STATE,8-Aug-74,,"MARR, PO, US","PETROLEUM, AGREEMENTS, MILITARY BASE CLOSINGS, NEGOTIATIONS",
651,odbc://SAS_1970s/dbo.SAS_Docs/1567107,KUWAIT CONTRIBUTION TO IMF OIL FACILITY,KUWAIT,STATE,13-Aug-74,,"EFIN, KU, IMF","PETROLEUM, FINANCIAL CONTRIBUTIONS",
652,odbc://SAS_1970s/dbo.SAS_Docs/1569598,GOS PLANS TO RECOGNIZE NORTH KOREA,BERN,STATE,13-Aug-74,,"PFOR, SZ, KN","RECOGNITION, NEGOTIATIONS",
653,odbc://SAS_1970s/dbo.SAS_Docs/1501269,SUDANESE-EGYPTIAN DIFFERENCES OVER TREATMENT OF KHARTOUM TERRORISTS,KHARTOUM,STATE,20-Aug-74,,"PFOR, PINS, SU, EG, US, PLO","FOREIGN RELATIONS, PARAMILITARY FORCES, ARRESTS",
654,odbc://SAS_1970s/dbo.SAS_Docs/1630296,STATUS OF FORMER FOREIGN MINISTER CLODOMIRO ALMEYDA,SANTIAGO,STATE,29-Aug-74,,"PINT, PINS, SHUM, CI, (CLODOMIRO ALMEYDA), (ALFREDO ETCHEBERRY), (ENRIQUE  MONTERO)","CRIMES, ATTORNEYS, DIPLOMATIC DISCUSSIONS, POLITICAL TRIALS,  GOVERNMENT REACTIONS, PRISONERS RELEASE, FOREIGN POLICY POSITION, COURTS MARTIAL, POLI TICAL SITUATION",
655,odbc://SAS_1970s/dbo.SAS_Docs/1575795,RESUMPTION OF FRG-PDRY DIPLOMATIC RELATIONS,SANAA,STATE,12-Aug-74,,"PFOR, PDIP, YS, GE",DIPLOMATIC RELATIONS ESTABLISHMENT,
656,odbc://SAS_1970s/dbo.SAS_Docs/1572019,EXCHANGE RATES: CIRCULATING ZLOTYS,WARSAW,STATE,12-Aug-74,,"EFIN, PL",FOREIGN EXCHANGE RATES,
657,odbc://SAS_1970s/dbo.SAS_Docs/1574832,"INVESTIGATION OF NAMBIA ""MASSACRE""",STOCKHOLM,STATE,12-Aug-74,,"PINS, SW, WA","PRESS COMMENTS, MASSACRES",
658,odbc://SAS_1970s/dbo.SAS_Docs/1501250,TARKA SCANDAL,KADUNA,LAGOS,20-Aug-74,,"PINT, NI, (TARKA, JOSEPH), (JOSEPH, BAYO)","CORRUPTION, PRESS COMMENTS, POLICE INVESTIGATIONS, POLITICAL LEADERS,  POPULAR SUPPORT, INFORMATION CONTROL",
659,odbc://SAS_1970s/dbo.SAS_Docs/1531627,ARGENTINE SHIPS IN CUBA TRADE: NO GOA DECISION ON PURCHASING TRAINING,BUENOS AIRES,STATE,16-Aug-74,,"PFOR, MASS, AR, US, CU","MILITARY TRAINING, MILITARY ASSISTANCE, EAST WEST TRADE, FOREIGN  TRADE, CARGO SHIPS",
660,odbc://SAS_1970s/dbo.SAS_Docs/1662962,TRIESTE/ZONE B DISPUTE,ROME,STATE TRIESTE,2-Aug-74,,"PFOR, IT, YO, (MORO), (GAJA, ROBERTO)","SPEECHES, LAND BOUNDARIES, TERRITORIAL CLAIMS",
661,odbc://SAS_1970s/dbo.SAS_Docs/1542079,CU/CP FLORIDA STATE UJ BAND PHYSICAL SECURITY,DAMASCUS,STATE,15-Aug-74,,"OEXC, ASEC, SY, (FLORIDA STATE UNIVERSITY BANK)",n/a,
662,odbc://SAS_1970s/dbo.SAS_Docs/1570807,GOB MISSION TO ARGENTINA,BUENOS AIRES,STATE,13-Aug-74,,"ENRG, EIND, EAID, BL, AR, (CERRUTO, WALDO CALDERON)","ECONOMIC COOPERATION, AGREEMENTS, AMBASSADORS",
663,odbc://SAS_1970s/dbo.SAS_Docs/1661988,ALLEGATION OF LETELIER BRIBE TO JACK ANDERSON,SANTIAGO,STATE,2-Aug-74,,"PINS, SOCI, CI, (LETELIER), (ANDERSON, JACK)","ARMED FORCES, BRIBERY, DATA, INVESTIGATIONS",
664,odbc://SAS_1970s/dbo.SAS_Docs/1661952,WHEREABOUTS OF LETELIER AND ALMEYDA,SANTIAGO,STATE,2-Aug-74,,"PINS, SOCI, CI, (LETELIER, ORLANDO), (ALMEYDA, CLODOMIRO)","WELFARE & WHEREABOUTS, RELOCATION, POLITICAL PRISONERS, PRISONERS  WELFARE",
665,odbc://SAS_1970s/dbo.SAS_Docs/1679830,CARRIER TASK FORCE OPERATIONS IN EASTERN MEDITERRANEAN,CAIRO,STATE,1-Aug-74,,"MOPS, EG, SY, US","NAVAL FORCES, MILITARY EXERCISES",
666,odbc://SAS_1970s/dbo.SAS_Docs/1542364,BANANA TAX,PANAMA,STATE,15-Aug-74,,"ETRD, PN, UNITED BRANDS, (HEYL, VICTOR), (BLACK, ELI), (PEASE, TONY)","CUSTOMS DUTIES, EXPORTS, BUSINESS FIRMS, BANANAS, DIPLOMATIC  DISCUSSIONS, DIPLOMATIC COMMUNICATIONS",
667,odbc://SAS_1970s/dbo.SAS_Docs/1638039,PRESIDENTIAL JET AIRCRAFT FOR TOLBERT,MONROVIA,STATE COM,6-Aug-74,,"BEXP, BDIS, EAIR, ETRN, LI, US","PRESIDENT, PROCUREMENT, AIRCRAFT",
668,odbc://SAS_1970s/dbo.SAS_Docs/1510942,UPGRADING OF PRG INFORMATION OFFICES IN EUROPE,COPENHAGEN,STATE,19-Aug-74,,"PFOR, VS, VN, SW, DA","FOREIGN POLICY POSITION, DIPLOMATIC MISSION OPENING",
669,odbc://SAS_1970s/dbo.SAS_Docs/1642556,AOU COMMITTEE OF SEVEN TO MEET,ADDIS ABABA,STATE,6-Aug-74,,"EGEN, EFIN, ENRG, PFOR, XA, XF, OAU","ECONOMIC ASSISTANCE, REGIONAL ORGANIZATIONS, COMMITTEE MEETINGS,  COMMITTEE OF SEVEN",
670,odbc://SAS_1970s/dbo.SAS_Docs/1639020,ROMANIAN-SOVIET TRADE NEGOTIATIONS IN MOSCOW,MOSCOW,STATE,6-Aug-74,,"ETRD, ENRG, US, RO, COMECON","TRADE, NEGOTIATIONS, VISITS, MEETING DELEGATIONS",
671,odbc://SAS_1970s/dbo.SAS_Docs/1560977,PRG PARTICIPATION IN WORLD POPULATION CONFERENCE,VIENNA,STATE,13-Aug-74,,"PFOR, MR, VS, AU","MEMBERSHIP, COMMUNIST FRONT ORGANIZATIONS, INTERNATIONAL  ORGANIZATIONS, INVITATIONS, MEETINGS, ARMS CONTROL MEETINGS",
672,odbc://SAS_1970s/dbo.SAS_Docs/1530855,SOUTH AFRICAN PARTICIPATION IN NPT EXPORTERS CTEE,IAEA VIENNA,STATE,16-Aug-74,,"PARM, TECH, SF, (VON SCHIRNDING)","NUCLEAR ENERGY, NPT, MEMBERSHIP, COMMITTEE MEETINGS, EXPORTERS,  NEGOTIATIONS",
673,odbc://SAS_1970s/dbo.SAS_Docs/1492735,ORE ON FRENCH BEEF EXPORT SALES,EC BRUSSELS,STATE,21-Aug-74,,"EAGR, FR, UR, EEC","EXPORTS, SALES, MEATS",
674,odbc://SAS_1970s/dbo.SAS_Docs/1417773,WARSAW VISIT OF YASIR ARAFAT,WARSAW,STATE,27-Aug-74,,"PFOR, PL, XF, PLO, (ARAFAT, YASSER)","PARAMILITARY FORCES, VISITS, OPENING OF OFFICES",
675,odbc://SAS_1970s/dbo.SAS_Docs/1421549,UP-DATE ON TAN-ZAM RAILROAD (TAZARA),LUSAKA,STATE,27-Aug-74,,"ECON, ELTN, ZA, TZ, CH","REPORTS, CONSTRUCTION, COSTS, COPPER, IMPORTS, RAILROADS, RAIL  TRANSPORTATION, TAZARA",
676,odbc://SAS_1970s/dbo.SAS_Docs/1614987,PRINCE FAHD'S STAFF ASSISTANT'S COMMENTS ON RECENT ABU DHABI BOUNDARY  SETTLEMENT,JIDDA,STATE,8-Aug-74,,"PFOR, SA, XF, (FAHD, PRINCE), (MALHAS, MAHMOUD)","AGREEMENTS, BOUNDARY CLAIMS, BOUNDARIES, OIL FIELDS",
677,odbc://SAS_1970s/dbo.SAS_Docs/1650092,OAS HUMAN RIGHTS COMMISSION ACTIVITIES,SANTIAGO,STATE,4-Aug-74,,"PFOR, PINS, SOCI, CI, OAS","HUMAN RIGHTS, PRESS COMMENTS, COMMUNIQUES, COMMITTEES",
678,odbc://SAS_1970s/dbo.SAS_Docs/1548966,CIVAIR: PRESIDENT TOLBERT WANTS LARGER JET AIRCRAFT,STATE,MONROVIA,14-Aug-74,,"EAIR, LI, US, (TOLBERT)","PROCUREMENT, AIRCRAFT, AVIATION REGULATIONS",
679,odbc://SAS_1970s/dbo.SAS_Docs/1623115,CONSORTIUM MEETING ON BANGLADESH,DACCA,STATE,7-Aug-74,,"EAID, ECON, BG, US","ECONOMIC ASSISTANCE, ECONOMIC CONDITIONS, DISASTER RELIEF",
680,odbc://SAS_1970s/dbo.SAS_Docs/1426656,BANGLADESH ATOMIC ENERGY AGREEMENT,DACCA,STATE IAEA VIENNA,27-Aug-74,,"PARM, TECH, IN, BG","AGREEMENTS, NUCLEAR ENERGY, NUCLEAR SAFEGUARDS",
681,odbc://SAS_1970s/dbo.SAS_Docs/1402538,EUROPEAN COMMUNIST CONFERENCE: SOVIET-ROMANIAN RELATIONS,BUCHAREST,STATE,31-Aug-74,,"PFOR, RO, UR, YO","FOREIGN RELATIONS, COMMUNISTS, MEETINGS",
682,odbc://SAS_1970s/dbo.SAS_Docs/1557230,NARCOTICS: HASHISH: PAKISTANI-FRENCH PEDDLING GROUP,COPENHAGEN,STATE,30-Aug-74,,"SNAR, DA, PK, FR, (RAJA, MAHAMMED RIAZ), (GUENIER, ALICE ELIZABETH  YVETTE)","HASHISH, DRUG TRAFFIC, ARRESTS",
683,odbc://SAS_1970s/dbo.SAS_Docs/1429284,CROP-CLIMATE ASSESSMENT STUDIES,BUENOS AIRES,STATE,27-Aug-74,,"TPHY, XS, AR","AGRICULTURAL PRODUCTION, REPORTS, METEOROLOGICAL DATA",
684,odbc://SAS_1970s/dbo.SAS_Docs/1666863,JAPANESE ECONOMIC ATTITUDES TOWARD INDONESIA,JAKARTA,TOKYO,29-Aug-74,,"EFIN, EAID, ID, JA","ECONOMIC COOPERATION, INVESTMENTS, BALANCE OF PAYMENTS",
685,odbc://SAS_1970s/dbo.SAS_Docs/1495974,REPATRIATION OF INDO-PAK PRE-WAR DETAINEES,NEW DELHI,STATE,20-Aug-74,,"PFOR, IN, PK","REPATRIATION, DETENTION, POLITICAL PRISONERS, PRISONERS RELEASE",
686,odbc://SAS_1970s/dbo.SAS_Docs/1505989,ITALIAN SUPPORT FOR ERITREAN LIBERATION FRONT 1 DURING A GENERAL  DISCUSSION OF THE MIDDLE EAST,CAIRO,STATE,19-Aug-74,,"PFOR, EG, IT, SO","PERSONNEL TRAINING, SUPPLIES, FOREIGN ASSISTANCE, LIBERATION FRONTS,  MEDICAL FACILITIES",
687,odbc://SAS_1970s/dbo.SAS_Docs/1510048,ARAB OIL MONEY FOR LAOS,HONG KONG,VIENTIANE,19-Aug-74,,"EFIN, ECON, LA, (JOHNSON, PAUL)","ECONOMIC ASSISTANCE, LOANS, INTEREST RATES",
688,odbc://SAS_1970s/dbo.SAS_Docs/1519110,NXUMALO VISIT TO GABORONE,GABORONE,STATE LISBON,17-Aug-74,,"PFOR, SREF, WZ, BC, UN, FRELIMO, (NXUMALO, SIMON SISHAYI)",REFUGEES,
689,odbc://SAS_1970s/dbo.SAS_Docs/1518247,: INFLATION IN BAHRAIN,MANAMA,STATE,17-Aug-74,,"EFIN, ECON, BA","INFLATION, DATA",
690,odbc://SAS_1970s/dbo.SAS_Docs/1586302,PRG ATTENDANCE AT WORLD POPULATION CONFERENCE (WPC),BUCHAREST,STATE,10-Aug-74,,"OCON, SPOP, PFOR, VS, RO, UNWPC","POPULATION, MEETINGS, MEETING DELEGATIONS",
691,odbc://SAS_1970s/dbo.SAS_Docs/1588239,QATAR PLANNING TO DIVERSIFY INVESTMENTS,KUWAIT,STATE,10-Aug-74,,"EFIN, QA","POLICIES, DEVELOPMENT INVESTMENTS",
692,odbc://SAS_1970s/dbo.SAS_Docs/1553549,EXPLOSION/FIRE AT SINCA NATURAL GAS TRANSMITTING STATION,BUCHAREST,STATE,14-Aug-74,,"PINT, PINS, ENRG, RO","NATURAL GAS, SABOTAGE, EXPLOSIONS, INDUSTRIAL PLANTS",
693,odbc://SAS_1970s/dbo.SAS_Docs/1597276,ASYLEE REQUESTS AT BRITISH EMBASSY,SANTIAGO,STATE,9-Aug-74,,"PFOR, CI, UK","POLITICAL ASYLUM, GOVERNMENT REFORM, POLITICAL LEADERS, POLICE  INVESTIGATIONS, FOREIGN POLICY POSITION",
694,odbc://SAS_1970s/dbo.SAS_Docs/1550294,ROMANIAN FOREIGN MINISTER'S MEETINGS WITH PRC OFFICIALS,PEKING,STATE,14-Aug-74,,"PFOR, PINT, ECON, CH, RO","MINISTERIAL MEETINGS, MEETING REPORTS",
695,odbc://SAS_1970s/dbo.SAS_Docs/1611540,BURMESE DELEGATION TO IBRD/IMF MEETING - GUB REQUEST FOR ECONOMIC  ASSISTANCE,RANGOON,STATE,8-Aug-74,,"EAID, EGEN, BM, IBRD, IMF, (U LWIN)","ECONOMIC ASSISTANCE, MEETING DELEGATIONS",
696,odbc://SAS_1970s/dbo.SAS_Docs/1514487,SADAT-ZAYID-QADHAAFI TALKS,CAIRO,STATE,19-Aug-74,,"PFOR, EG, TC, LY","AGREEMENTS, PROPAGANDA, DIPLOMATIC DISCUSSIONS, SUMMIT MEETINGS,  MEETING REPORTS, PUBLICITY CAMPAIGNS",
697,odbc://SAS_1970s/dbo.SAS_Docs/1572352,KOREA AT 29TH UNGA,USUN NEW YORK,STATE,12-Aug-74,,"PFOR, KN, KS, UNGA, UNEF, (HAM)","LOBBYING, MEETING AGENDA, UNGA RESOLUTIONS, DIPLOMATIC  COMMUNICATIONS, INTERNATIONAL PEACEKEEPING FORCES, MUTUAL FORCE WITHDRAWALS, NOTE VERBALE",
698,odbc://SAS_1970s/dbo.SAS_Docs/1654077,REPORT OF DENKTASH CONVERSATIONS IN ANKARA SUMMARY: WHILE WE WILL  UNDOUBTEDLY HAVE MORE DEFINITIVE,ANKARA,STATE,4-Aug-74,,"PFOR, CY, TU, (DENKTASH, RAUF), (ROYCE, KNUT)","ARMED FORCES, PRESS CONFERENCES, MILITARY OCCUPIED AREAS, ATROCITIES",
699,odbc://SAS_1970s/dbo.SAS_Docs/1676350,FRENCH VIEWS ON SIHANOUK AND CAMBODIA,PEKING,STATE,1-Aug-74,,"PFOR, PINT, CH, FR, CB, (BES DE BERC), (SIHANOUK)","PERSONAL OPINION, EXILES, POLITICAL LEADERS",
700,odbc://SAS_1970s/dbo.SAS_Docs/1673758,CHILE'S BALANCE OF PAYMENTS,STATE,SANTIAGO,1-Aug-74,,"EFIN, CI","DRAWING RIGHTS AGREEMENTS, BALANCE OF PAYMENTS",
701,odbc://SAS_1970s/dbo.SAS_Docs/1633375,STATUS OF FOREIGN PRISONERS IN GUINEA,ROME,STATE,6-Aug-74,,"PFOR, GV, FR, GE, VT, IT","FOREIGN RELATIONS, SPHERE OF INFLUENCE, DIPLOMATIC REPRESENTATIONS,  PRISONERS RELEASE",
702,odbc://SAS_1970s/dbo.SAS_Docs/1567979,SUDANESE RELEASE OF CONVICTED TERRORISTS,KHARTOUM,STATE,13-Aug-74,,"PFOR, PINS, US, SU","PARAMILITARY FORCES, FOREIGN POLICY POSITION, PRISONERS RELEASE",
703,odbc://SAS_1970s/dbo.SAS_Docs/1640251,PRG ATTENDANCE AT WORLD POPULATION CONFERENCE (WPC),BUCHAREST,STATE,6-Aug-74,,"OCON, SPOP, VS, PRG","POPULATION, WORLD POPULATION CONFERENCE, MEETINGS",
704,odbc://SAS_1970s/dbo.SAS_Docs/1649949,CIVIL AVIATION: PRESIDENT TOLBERT WANTS LARGER PRESIDENTIAL JET  AIRCRAFT,MONROVIA,STATE COM,5-Aug-74,,"BEXP, BDIS, ETRN, LI, XMB, (TOLBERT)","PRESIDENT, PROCUREMENT, AIRCRAFT",
705,odbc://SAS_1970s/dbo.SAS_Docs/1599024,SUDAN/LIBYA RELATIONS REC: A. KHARTOUM 1764; B. KHARTOUM 1215,KHARTOUM,STATE,9-Aug-74,,"PFOR, SU, LY, (AL-OBEIDI, ABDEL ATTI)","FOREIGN RELATIONS, MINISTERIAL VISITS",
706,odbc://SAS_1970s/dbo.SAS_Docs/1583570,WITHDRAWAL OF EGYPTIAN MILITARY ADVISERS,TRIPOLI,STATE,11-Aug-74,,"PFOR, MASS, EG, LY","PUBLIC DISCLOSURE, AMITY, MILITARY ADVISERS",
707,odbc://SAS_1970s/dbo.SAS_Docs/1598927,BDG REQUEST FOR USG ASSISTANCE RE SHIPPING COMPANY,DACCA,STATE,9-Aug-74,,"ETRN, BG","MARINE TRANSPORTATION, SHIPS, VEGETABLE OILS, PRICES",
708,odbc://SAS_1970s/dbo.SAS_Docs/1648405,TARKA SCANDAL,KADUNA,LAGOS,5-Aug-74,,"PINT, PFOR, NI, (TARKA, JOSEPH)","CORRUPTION, POLICE INVESTIGATIONS",
709,odbc://SAS_1970s/dbo.SAS_Docs/1640870,PLANS OF DR. JOSEPH MCCORMICK - CDC MENINGITIS EXPERT,BRASILIA,STATE,6-Aug-74,,"SWEL, BR, US, (MCCORMICK, JOSEPH)","DISEASE CONTROL, SCIENTIFIC VISITS, VACCINES, MEDICAL RESEARCH",
710,odbc://SAS_1970s/dbo.SAS_Docs/1609268,SVANTE TORNVALL; RECENTLY APPOINTED CHILEAN AMBASSADOR TO SWEDEN AND  FINLAND,SANTIAGO,HELSINKI STOCKHOLM,8-Aug-74,,"PINR, PDIP, CI, SW, FI, (TORNVALL, SVANTE)","AMBASSADOR DESIGNATE, BIOGRAPHIC INFORMATION",
711,odbc://SAS_1970s/dbo.SAS_Docs/1550035,ICNAF-SPANISH FISHERY OFF US COAST,MADRID,STATE,14-Aug-74,,"EFIS, SP, US, XN","FISHERIES, SHIPS, TERRITORIAL SEA LIMIT",
712,odbc://SAS_1970s/dbo.SAS_Docs/1565955,IDF RETENTION: LEFTIST PARTIES FAIL TO FORM GOVT.,REYKJAVIK,STATE,13-Aug-74,,"PFOR, MARR, IC, NATO, IDF, (GISLASON, BYLFI)","PARTY LEADERS, DIPLOMATIC DISCUSSIONS, MILITARY POLICIES, REGIONAL  DEFENSE ORGANIZATIONS",
713,odbc://SAS_1970s/dbo.SAS_Docs/1678002,IDF RETENTION ISSUE - STATUS REPORT ON FORMATION OF LEFTIST GOVT,STATE,COMICEDEFOR CINCLANT,1-Aug-74,,"PFOR, MARR, PINT, IC, NATO, IDF","COLLECTIVE SECURITY, TROOP REDUCTIONS, POLITICAL PARTIES, POLITICAL  SITUATION",
714,odbc://SAS_1970s/dbo.SAS_Docs/1619017,CEMA INTERNATIONAL INVESTMENT BANK FUND FOR DEVELOPING COUNTRIES,MOSCOW,STATE,7-Aug-74,,"EFIN, ETRD, UR, IN, COMECON","ECONOMIC DEVELOPMENT, FOREIGN INVESTMENT, DEVELOPMENT PROGRAMS, DEBT  REPAYMENTS, LOANS",
715,odbc://SAS_1970s/dbo.SAS_Docs/1690760,PRIME MINISTER RULES OUT ANY CUT IN DEFENSE BUDGET,COPENHAGEN,STATE,29-Aug-74,,"PINT, EGEN, PFOR, DA, NATO","POLITICAL STABILITY, ECONOMIC PROGRAMS, CENTRAL LEGISLATURE, TAX  REFORMS, MEETING VOTING RECORDS",
716,odbc://SAS_1970s/dbo.SAS_Docs/1690728,THE EC AND GREECE,ATHENS,STATE,29-Aug-74,,"PFOR, EFIN, ECIN, GR, GE, EEC","FOREIGN RELATIONS, ECONOMIC ASSISTANCE, VISITS, EURODOLLAR, LOANS,  NEGOTIATIONS",
717,odbc://SAS_1970s/dbo.SAS_Docs/1681428,BURUNDI REFUGEES TO BE MOVED,BUKAVU,STATE KINSHASA,1-Aug-74,,"SREF, BY, CG, RW, UNHCR","REFUGEES, REFUGEE RESETTLEMENT",
718,odbc://SAS_1970s/dbo.SAS_Docs/1669478,MUCH ADO ABOUT FOODGRAINS,NEW DELHI,STATE,29-Aug-74,,"EAID, EAGR, IN","AGRICULTURE, FOOD ASSISTANCE, FOREIGN TRADE",
